ICAOIATAKEY,ICAOCODE,IATACODE,DESCRIPTION,LAT,LON
3739,EPZG,IEG,ZIELONA GORA,52.138517,15.798556
3136,RORE,IEJ,IEJIMA,,
261,UKKK,IEV,KIEV ZHULYANY,50.401694,30.449697
3720,YIFY,IFF,IFFLEY,,
742,OIFE,IFH,HESA,32.928889,51.561111
500,BIIS,IFJ,ISAFJORDUR,66.058056,-23.135278
3719,YIFL,IFL,INNISFAIL,,
2797,OIFM,IFN,ESFAHAN,32.750836,51.861267
262,UKLI,IFO,IVANO FRANKOVSK,48.884167,24.686111
1020,MYIG,IGA,GREAT INAGUA,20.975,-73.666862
85,PAIG,IGG,IGIUGIG,59.324,-155.902
2852,PIGG,IGG,IGIUGIG,,
3721,YIGM,IGH,INGHAM,,
3516,LTBL,IGL,IZMIR CIGLI,38.513022,27.010053
3153,RPMI,IGN,ILIGAN,,
3199,SARI,IGR,IGUAZO-CATARATAS DEL IGUAZU,-25.737281,-54.473444
78,PAGT,IGT,NIGHTMUTE,60.471111,-164.700833
2595,SBFI,IGU,FOZ DO IGUACU / CATARATAS,-25.59615,-54.487206
1936,OIZI,IHR,IRAN SHAHR,27.236117,60.720039
1316,EIMN,IIA,INISHMAAN,53.091944,-9.57
2544,USII,IJK,IZHEVSK,56.8281,53.4575
2800,OIIE,IKA,TEHRAN/IMAM KHOMAONI,35.416111,51.152222
2421,RJDB,IKI,IKI,33.749027,129.785417
1966,PAKO,IKO,NIKOLSKI,52.941667,-168.848889
3722,YIKM,IKP,INKERMAN,,
2025,UEST,IKS,TIKSI,71.6977,128.903
254,UIII,IKT,IRKUTSK,52.268028,104.388975
3904,LEDA,ILD,ALGUAIRE,41.727778,0.535833
87,PAIL,ILI,ILIAMNA,59.754356,-154.910961
3170,RPVI,ILO,ILOILO,10.713044,122.545297
1049,NWWE,ILP,ILES DES PINS,-22.5889,167.456
2114,DNIL,ILR,ILORIN,8.440211,4.493919
454,EGPI,ILY,ISLAY,55.681944,-6.256667
3226,LZZI,ILZ,ZILNA,49.231528,18.6135
1456,VEIM,IMF,IMPHAL,24.75995,93.896697
3283,SBIZ,IMP,IMPERATRIZ/PREFEITO RENATO MOR,-5.531292,-47.46005
4099,ZLIC,INC,HEDONG,38.481944,106.009167
1583,DATG,INF,IN GUEZZAM,,
2452,FQIN,INH,INHAMBANE,-23.876431,35.408544
3218,LYNI,INI,NIS,43.337289,21.853722
3723,YINJ,INJ,INJUNE,,
3724,YINN,INM,INNAMINCKA,,
1183,LOWI,INN,INNSBRUCK,47.260219,11.343964
1312,EIIR,INQ,INISHEER,53.0647,-9.5109
1964,PAIN,INR,MC KINLEY NATIONAL PARK,63.732757,-148.91129
1283,ANYN,INU,NAURU ISLAND INTERNATIONAL,-0.547458,166.9191
451,EGPE,INV,INVERNESS,57.5425,-4.0475
1589,DAUI,INZ,IN SALAH,27.251022,2.512017
3638,LGIO,IOA,IOANNINA,39.696388,20.8225
443,EGNS,IOM,IOM RONALDSWAY,54.083333,-4.623889
3860,FCOI,ION,IMPFONDO,,
1311,EIIM,IOR,INISHMORE,53.1067,-9.65361
3281,SBIL,IOS,ILHEUS,-14.815964,-39.033197
3357,SCIP,IPC,ISLA DE PASCUA-MATAVERI INTL,-27.164792,-109.421831
3249,WMKI,IPH,IPOH,4.567972,101.092194
2694,SKIP,IPI,IPIALES,0.861925,-77.671764
3282,SBIP,IPN,IPATINGA-USIMINAS,-19.470722,-42.487583
3992,ORAA,IQA,AL ASAD,33.785608,42.4412
3349,SCDA,IQQ,IQUIQUE-DIEGO ARACENA,-20.535222,-70.181275
2756,SPQT,IQT,IQUITOS,-3.784739,-73.308806
1475,VGIS,IRD,ISHURDI,24.1525,89.049446
2223,YLHR,IRG,LOCKHART RIVER,-12.7869,143.305
3191,SANL,IRJ,LA RIOJA-CAP V A ALMONACID,-29.381636,-66.795839
2512,FZJH,IRP,ISIRO-MATARI,2.827606,27.588253
3886,YBMA,ISA,MOUNT ISA,-20.663889,139.488611
2928,OPRN,ISB,ISLAMABAD,33.616653,73.099233
1883,EGHE,ISC,SCILLY ISLES/ST MARY'S,,
3534,LTFC,ISE,ISPARTA SULEYMAN DEMIREL,37.8554,30.3684
3131,ROIG,ISG,ISHIGAKIJIMA,24.344525,124.186983
3725,YISF,ISI,ISISFORD,,
3510,LTBA,IST,ISTANBUL ATATURK,40.976922,28.814606
3996,ORSU,ISU,SULAYMANIYAH INTL,35.5608,45.3147
3279,SBIC,ITA,ITACOATIARA,-3.127256,-58.481186
3280,SBIH,ITB,ITAITUBA,-4.242342,-56.000669
2738,SNHA,ITN,ITABUNA,,
2836,PHIT,ITO,HILO INTERNATIONAL,,
2849,PHTO,ITO,HILO INTERNATIONAL,19.721375,-155.048469
3691,SGIB,ITP,ITAIPU-HERANDARIAS,-25.407853,-54.619417
1034,NIUE,IUE,NIUE INTERNATIONAL,-19.080028,-169.925639
1063,NZNV,IVC,INVERCARGILL,-46.412408,168.312992
1825,EFIV,IVL,IVALO,68.607269,27.405328
3726,YIVL,IVR,INVERELL,,
2545,UUBI,IWA,YUZHNY,56.939444,40.940833
4005,RJOW,IWJ,IWAMI,34.6764,131.79
1754,RJAW,IWO,IWO-JIMA,24.784,141.322722
1448,VEAT,IXA,AGARTALA,23.886978,91.24045
1449,VEBD,IXB,BAGHDOGRA,26.681206,88.328567
2599,VICG,IXC,CHANDIGARH,30.673469,76.788542
1484,VIAL,IXD,ALLAHABAD,25.440064,81.733872
2624,VOML,IXE,MANGALORE,12.961267,74.890069
1425,VABM,IXG,BELGAUM,15.859286,74.618292
1460,VEKR,IXH,KAILASHAHAR,24.308192,92.007156
2895,VELR,IXI,LILABARI,27.295494,94.09765
2898,VIJU,IXJ,JAMMU,32.689142,74.837389
1435,VAKS,IXK,KESHOD,21.317069,70.270403
2899,VILH,IXL,LEH,34.135872,77.546514
2623,VOMD,IXM,MADURAI,9.834508,78.093378
1462,VEKW,IXN,KHOWAI,,
1459,VEKM,IXQ,KAMALPUR,,
1468,VERC,IXR,RANCHI,23.31425,85.321675
1461,VEKU,IXS,SILCHAR,24.912928,92.978742
1466,VEPG,IXT,PASIGHAT,,
1421,VAAU,IXU,AURANGABAD,19.862728,75.398114
1457,VEJS,IXW,JAMSHEDPUR,22.813211,86.168844
1433,VAKE,IXY,KANDLA,23.112719,70.100289
2627,VOPB,IXZ,PORT BLAIR,11.641161,92.729744
2941,RJOC,IZO,IZUMO,35.413611,132.89
3578,MMIT,IZT,IXETEPEC AB,16.449336,-95.093697
1071,OAJL,JAA,JALALABAD,34.399842,70.498625
3727,YJAB,JAB,JABIRU,-12.6571,132.893
2292,YPJT,JAD,PERTH JANDAKOT,-32.0975,115.881111
1444,VCCJ,JAF,JAFFNA,9.792331,80.070089
2602,VIJP,JAI,JAIPUR,26.824192,75.812161
2751,SPJJ,JAU,JAUJA,-11.783144,-75.473394
489,BGJN,JAV,ILULISSAT,69.23444,-51.05111
3729,YJLC,JCK,JULIA CREEK,-20.6683,141.723
2593,SBEK,JCR,JACAREACANGA,-6.233156,-57.776869
355,5J0,JDA,GRANT CO REGL/OGILVIE,,
3284,SBJF,JDF,JUIZ DE FORA-FRANCISCO DE ASIS,-21.7915,-43.386778
2601,VIJO,JDH,JODHPUR,26.251092,73.048869
4027,SBJU,JDO,ORLANDO BEZERRA DE MENEZES,-7.218958,-39.2701
1086,OEJN,JED,JEDDAH/KING ABDUL,21.679564,39.156536
485,BGAA,JEG,AASIAAT,,
432,EGJJ,JER,JERSEY,49.207947,-2.195508
1432,VAJM,JGA,JAMNAGAR,22.465522,70.012556
3250,WMKJ,JHB,JOHOR BAHRU,1.641308,103.669619
2360,ZPJH,JHG,XISHUANGBANNA GASA,21.973914,100.759611
2315,YSHR,JHQ,SHUTE HARBOUR/WHITSUNDAY,,
494,BGSS,JHS,SISIMIUT,66.9513,-53.7293
3453,HDAM,JIB,DJIBOUTI AMBOULI,11.5472,43.1594
659,HAJJ,JIJ,JIJIGA,9.359722,42.7875
3637,LGIK,JIK,IKARIA,37.682717,26.347061
3445,HAJM,JIM,JIMMA,7.666094,36.816639
1942,OPJI,JIW,JIWANI,25.0678,61.8054
3911,ZSQZ,JJN,JINJIANG,24.7964,118.59
3742,ESGJ,JKG,JONKOPING,57.757594,14.068731
3636,LGHI,JKH,CHIOS,38.343175,26.140572
2902,VNJP,JKR,JANAKPUR,26.708806,85.922394
894,WIID,JKT,JAKARTA KEM,,
1431,VAJB,JLR,JABALPUR,23.177817,80.052047
3652,LGMK,JMK,MIKONOS,37.435128,25.348103
2964,ZYJM,JMU,JIAMUSI,46.843394,130.465389
3815,FAOR,JNB,JOHANNESBURG INTL,,
4102,FAJS,JNB,JOHANNESBURG INTL,-26.139166,28.246
4015,SAAJ,JNI,JUNIN,-34.545889,-60.930556
89,PAJN,JNU,JUNEAU INTERNATIONAL,58.354972,-134.576278
3655,LGNX,JNX,NAXOS,37.080556,25.368056
1826,EFJO,JOE,JOENSUU,62.662906,29.60755
1502,WARJ,JOG,YOGYAKARTA-ADI SUCIPTO,-7.788181,110.431758
3286,SBJV,JOI,JOINVILLE,-26.224453,-48.797364
2546,UWKJ,JOK,YOSHKAR-OLA,56.7006,47.9047
3154,RPMJ,JOL,JOLO,6.05367,121.011
2837,PHJO,JON,JOHNSTON ATOLL,,
2116,DNJO,JOS,JOS,9.639828,8.86905
3285,SBJP,JPA,JOAA PESSOA-PRES CASTRO PINTA,-7.148381,-34.950681
188,SWJI,JPR,JI-PARANA,-10.8708,-61.8465
2838,PHJR,JRF,KALAELOA (JOHN RODGERS FIELD),,
1458,VEJT,JRH,JORHAT,26.731528,94.175536
1127,HTKJ,JRO,KILIMANJARO,-3.429406,37.074461
1177,LLJR,JRS,JERUSALEM,,
3942,LGST,JSH,SITIA,35.216108,26.101325
3660,LGSK,JSI,SKIATHOS,39.1771,23.503675
1476,VGJR,JSR,JESSORE,23.1838,89.160833
491,BGMQ,JSU,MANIITSOQ,65.4125,-52.9394
3662,LGSR,JTR,SANTORINI,36.399169,25.479333
1120,HSSJ,JUB,JUBA,4.872006,31.601117
1804,EDWJ,JUI,JUIST,53.681572,7.055731
3203,SASJ,JUJ,JUJUY,-24.392778,-65.097778
4047,SPJL,JUL,INCA MANCO CAPAC INTL,-15.467103,-70.158169
3728,YJDA,JUN,JUNDAH,,
3730,YJNB,JUR,JURIEN BAY,,
496,BGUK,JUV,UPERNAVIK,72.7902,-56.1306
351,47N,JVI,CENTRAL JERSEY REGL,,
1965,PAJV,JVM,JONESVILLE MINE,,
3854,FBJW,JWA,JWANENG,-24.602333,24.690971
2811,OITZ,JWN,ZANJAN,36.77365,48.359422
153,OIKJ,JYR,JIROFT,28.726925,57.670269
1827,EFJY,JYV,JYVASKYLA,62.399453,25.678253
2480,FVKB,KAB,KARIBA,-16.519761,28.884981
3899,OSKL,KAC,KAMISHLY,37.020625,41.191394
2117,DNKA,KAD,KADUNA,10.696025,7.320114
3997,PAFE,KAE,KAKE,56.961389,-133.910278
3115,RKNN,KAG,GANGNEUNG,37.753561,128.943625
1830,EFKI,KAJ,KAJAANI,64.285472,27.692414
90,PAKA,KAL,KALTAG,,
98,PAKV,KAL,KALTAG,64.3191,-158.741
2853,PKAL,KAL,KALTAG,,
2118,DNKN,KAN,KANO,12.047589,8.524622
1833,EFKS,KAO,KUUSAMO,65.987575,29.239381
3971,NZKT,KAT,KAITAIA,-35.07,173.285278
1828,EFKA,KAU,KAUHAVA,63.127078,23.051442
3732,YKBR,KAX,KALBARRI,-27.69,114.262
1740,PZ91,KBC,BIRCH CREEK,,
1072,OAKB,KBL,KABUL,34.565853,69.212328
255,UKBB,KBP,KYIV BORYSPIL,50.345,30.894722
3246,WMKC,KBR,KOTA BHARU,6.16685,102.293014
2650,VTSG,KBV,KRABI,8.095969,98.988764
3733,YKBY,KBY,STREAKY BAY,,
3049,YCSV,KCE,COLINSVILLE,,
1511,WBGG,KCH,KUCHING,1.484697,110.346933
3531,LTCN,KCM,KAHRAMANMARAS,37.539,36.9534
91,PAKC,KCR,COLORADO CREEK,,
2943,RJOK,KCZ,KOCHI,33.546111,133.669444
3412,GOGK,KDA,KOLDA,,
1943,OPKH,KDD,KHUZDAR,27.7906,66.6473
1073,OAKN,KDH,KANDAHAR,31.505756,65.847822
1510,WAWW,KDI,WOLTER MONGINSIDI-KENDARI,-4.081608,122.418231
1815,EEKA,KDL,KARDLA,58.990756,22.830733
4057,VRMT,KDM,KAADEDHDHOO,,
4056,VRMK,KDO,KADHDHOO,1.85917,73.5219
2930,OPSD,KDU,SKARDU,35.335508,75.536047
1987,PKEB,KEB,ENGLISH BAY,,
3423,GQNK,KED,KAEDI,16.159547,-13.507617
501,BIKF,KEF,KEFLAVIK,63.985,-22.605556
2054,UNEE,KEJ,KEMEROVO,55.270094,86.107208
2854,PKEK,KEK,EKWOK,,
2172,EDHK,KEL,KIEL HOLTENAU,54.3795,10.145167
1829,EFKE,KEM,KEMI TORNIO,65.781889,24.5991
3387,GFKE,KEN,KENEMA,7.89129,-11.1766
1784,DIOD,KEO,ODIENNE,,
2903,VNNG,KEP,NEPALGUNJ,28.103633,81.667006
2804,OIKK,KER,KERMAN,30.274444,56.951111
2665,VYKG,KET,KENGTUNG,21.301611,99.635997
1820,EFHA,KEV,HALLI,61.85605,24.7866
3421,GQNF,KFA,KIFFA,16.589983,-11.406208
3736,YKKG,KFG,KALKGURUNG,-17.4319,130.808
2522,FZUA,KGA,KANANGA,-5.900055,22.469166
2217,YKSC,KGC,KINGSCOTE,-35.713889,137.521389
1272,UMKK,KGD,KALININGRAD KHRABROVO,54.89005,20.592633
230,UAKK,KGF,KARAGANDA,49.670833,73.334444
3418,GOTK,KGG,KEDOUGOU,12.572292,-12.220333
24,YPKG,KGI,KALGOORLIE,-30.789444,121.461667
2486,FWKA,KGJ,KARONGA,-9.953569,33.893022
1109,HRYR,KGL,KIGALI,-1.968628,30.13945
2043,UKKG,KGO,KIROVOHRAD,48.54,32.29
2061,USRK,KGP,KOGALYM,62.18,74.53
3644,LGKO,KGS,KOS,36.793335,27.091667
2216,YKRY,KGY,KINGAROY,,
898,OBKH,KHB,SAKHIR AB,,
2039,UKFK,KHC,KERCH INTL,45.372869,36.402761
741,OICK,KHD,KHORAM ABAD,33.435378,48.282889
2048,UKOH,KHE,KHERSON,46.6758,32.5064
2959,ZWSH,KHG,KASHI,39.542922,76.019956
1743,RCKH,KHH,KAOHSIUNG,22.577094,120.350006
2914,OPKC,KHI,KARACHI JINNAH INTL.,24.906547,67.160797
1831,EFKJ,KHJ,KAUHAJOKI,62.462502,22.393055
2792,OIBQ,KHK,KHARK ISLAND,29.260278,50.323889
2945,ZSCN,KHN,NANCHANG / CHANGBEI,28.865,115.9
1156,OOKB,KHS,KHASAB,26.170986,56.240569
733,OAKS,KHT,KHOST/CHAPMAN,33.3334,69.952
245,UHHH,KHV,KHABAROVSK,48.528044,135.188361
3750,ESMK,KID,KRISTIANSTAD-EVEROD,55.921686,14.085536
516,CNM5,KIF,KINGFISHER LAKE,53.0125,-89.8553
1491,OIBK,KIH,KISH ISLAND,26.526156,53.980211
3101,RJSN,KIJ,NIIGATA,37.5711,139.0646
3817,FAKM,KIM,KIMBERLEY,-28.802834,24.765167
3553,MKJP,KIN,KINGSTON,17.935667,-76.7875
2005,T47,KIP,KICKAPOO DOWNTOWN,,
1315,EIKY,KIR,KERRY,52.180878,-9.523783
322,HKKI,KIS,KISUMU,-0.086139,34.728892
3641,LGKC,KIT,KITHIRA,36.274258,23.016978
883,LUKK,KIV,CHISINAU,46.927744,28.930978
1212,FLSO,KIW,KITWE SOUTHDOWN,-12.900469,28.149858
1755,RJBB,KIX,OSAAKA KANSAI,34.4347222,135.244167
1277,UNKL,KJA,KRASNOYARSK,56.18,92.475
94,PAKK,KKA,KOYUK ALFRED ADAMS,64.939444,-161.154167
2657,VTUK,KKC,KHON KAEN,16.466628,102.783661
3970,NZKK,KKE,KERIKERI,-35.262779,173.911944
2435,RJFR,KKJ,KITAKYUSHU,33.845942,131.034689
1357,ENKR,KKN,KIRKENES-HOYBUKTMOEN,69.725781,29.891295
354,50I,KKT,KENTLAND MUN,,
2505,FZCA,KKW,KIKWIT,-5.035767,18.785631
4002,RJKI,KKX,KIKAI AERO,28.321389,129.928056
606,EIKK,KKY,KILKENNY,,
1313,EIKL,KKY,KILKENNY,,
2527,GAKY,KLB,KAYES,14.481233,-11.404397
3414,GOOK,KLC,KAOLACK,14.146881,-16.051297
100,PALG,KLG,KALSKAG,61.5363,-160.341
2855,PKLG,KLG,KALSKAG,,
4053,VAKP,KLH,KOLHAPUR,16.664658,74.289353
2510,FZFP,KLI,KOTAKOLI,4.157639,21.650917
161,OINE,KLM,KALALEH,37.383272,55.452008
3172,RPVK,KLO,KALIBO,11.679431,122.376294
3752,ESMQ,KLR,KALMAR,56.685531,16.287578
1184,LOWK,KLU,KLAGENFURT,46.642514,14.337739
1168,LKKV,KLV,KARLOVY VARY,50.202978,12.914983
3643,LGKL,KLX,KALAMATA,37.068319,22.025525
3820,FAKZ,KLZ,KLEINZEE,-29.688403,17.094006
3438,HAAL,KMD,ADDIS ABABA LIDDET,9.003681,38.726019
1110,HRZA,KME,KAMEMBE,-2.462242,28.90795
2361,ZPPP,KMG,KUNMING-WUJIABA,24.992364,102.743536
3819,FAKU,KMH,KURUMAN,-27.456667,23.411388
2433,RJFM,KMI,MIYAZAKI,31.877222,131.448611
2437,RJFT,KMJ,KUMAMOTO,32.837319,130.85505
3738,YKML,KML,KAMILEROI,,
2521,FZSA,KMN,KAMINA BASE,-8.642025,25.252897
2493,FYKT,KMP,KEETMANSHOOP,,
2446,RJNK,KMQ,KOMATSU,36.394611,136.406544
1775,DGSI,KMS,KUMASI,6.71456,-1.59082
3451,HCMK,KMU,KISIMAYU,-0.377353,42.459233
1087,OEKM,KMX,KHAMIS MUSHAIT,,
4038,SCVM,KNA,VINA DEL MAR,-32.949611,-71.478583
2517,FZOA,KND,KINDU,-2.919178,25.915361
603,EGYM,KNF,MARHAM AB,52.648353,0.550692
1741,RCBS,KNH,KINMEN,24.427892,118.359197
2214,YKNG,KNI,KATANNING,,
3434,GUXD,KNN,KANKAN,,
4103,NWWD,KNQ,KONE,-21.053428,164.837806
3735,YKII,KNS,KING ISLAND,-39.8775,143.878
2603,VIKA,KNU,KANPUR,26.441444,80.364864
118,PANW,KNW,NEW STUYAHOK,59.4499,-157.328
2858,PKNW,KNW,NEW STUYAHOK,,
26,YPKU,KNX,KUNUNURRA,-15.778056,128.7075
2839,PHKO,KOA,KONA INTLK AT KEAHOLE,19.738767,-156.045631
1508,WATT,KOE,KUPANG,-10.171583,123.671136
447,EGPA,KOI,KIRKWALL,58.957778,-2.905
2432,RJFK,KOJ,KAGOSHIMA,31.803397,130.719408
1832,EFKK,KOK,KOKKOLA-PIETARSAARI/KRUUNUPYY,63.721172,23.143131
2388,VTUW,KOP,NAKHON PHANOM,17.383794,104.643022
2638,VTBK,KOP,NAKHON PATHOM,14.101975,99.917219
43,P2A9,KOT,KOTLIK,,
1981,PFKO,KOT,KOTLIK,63.030556,-163.532778
1259,FOGK,KOU,KOULAMOUTO MABIMBI,-1.18461,12.4413
4051,UACK,KOV,KOKSHETAU,53.3291,69.5946
3124,RKTH,KPO,POHANG,35.987858,129.420486
2213,YKMP,KPS,KEMPSEY,,
2066,UTDT,KQT,KURGAN-TYUBE,37.862222,68.862778
3734,YKER,KRA,KERANG,,
3737,YKMB,KRB,KARUMBA,-17.4567,140.83
675,HBBO,KRE,KIRUNDO,,
3759,ESNK,KRF,KRAMFORS(MIL),63.048597,17.768856
436,EGKR,KRH,REDHILL,,
949,EPKK,KRK,KRAKOW-BALICE,50.077731,19.784836
3763,ESNQ,KRN,KIRUNA,67.821986,20.336764
4104,USUU,KRO,KURGAN,55.4753,65.4156
1324,EKKA,KRP,KARUP,56.297458,9.124628
390,URKK,KRR,KRASNODAR/PASHKOVSKY,45.034689,39.170539
1346,ENCN,KRS,KRISTIANSAND KJEVI,58.204214,8.085369
1122,HSSS,KRT,KHARTOUM,15.589497,32.553161
408,UTAK,KRW,TURKMENBASHI,40.063333,53.007222
1404,PTSA,KSA,KOSRAE ISLAND,5.356975,162.958386
3222,LZKZ,KSC,KOSICE,48.663055,21.241112
615,ESSQ,KSD,KARLSTAD,,
3771,ESOK,KSD,KARLSTAD,59.4447,13.3374
1798,EDVK,KSF,KASSEL CALDEN,51.408394,9.377631
2795,OICC,KSH,KERMANSHAH,34.345853,47.158128
3647,LGKS,KSJ,KASOS,35.421358,26.910047
3747,ESKK,KSK,KARLSKOGA,59.345867,14.495922
1114,HSKA,KSL,KASSALA,15.387494,36.328842
235,UAUU,KSN,KOSTANAY/NARIMANOVKA,53.206944,63.550278
3640,LGKA,KSO,KASTORIA,40.446294,21.282186
2070,UTSK,KSQ,KARSHI,,
641,GASO,KSS,DIGNANGAN,,
1115,HSKI,KST,KOSTI/RABAK,,
1356,ENKB,KSU,KRISTIANSUND-KVERNBERGET,63.111781,7.824522
3524,LTCF,KSY,KARS,40.562222,43.115002
23,YPKA,KTA,KARRATHA,-20.712222,116.773333
3138,RORK,KTD,KITADAITO,25.944722,131.326944
3248,WMKE,KTE,KERTEH,4.537222,103.426756
682,HKKT,KTL,KITALE,0.971989,34.958556
2614,VNKT,KTM,KATHMANDU/TRIBHUVAN,27.696583,85.3591
97,PAKT,KTN,KETCHIKAN,55.355556,-131.71375
1824,EFIT,KTQ,KITEE,62.166111,30.073611
30,YPTN,KTR,TINDAL,-14.5211,132.378
2859,PKTS,KTS,BREVIG MISSION,,
1982,PFKT,KTS,BREVIG MISSION,65.331389,-166.465833
1834,EFKT,KTT,KITTILA,67.701022,24.84685
2604,VIKO,KTU,KOTA,25.160219,75.845631
950,EPKT,KTW,KATOWICE-PYRZOWICE,50.474253,19.080019
3247,WMKD,KUA,KUANTAN,3.775389,103.209056
1418,UWWW,KUF,SAMARA KURUMOCH,53.504858,50.164336
278,RJCK,KUH,KUSHIRO,43.041,144.193
3251,WMKK,KUL,KUALA LUMPUR/SEPANG,2.745578,101.709917
2428,RJFC,KUM,YAKUSHIMA,30.385569,130.659017
3801,EYKA,KUN,KAUNAS,54.963919,24.084778
1835,EFKU,KUO,KUOPIO,63.00715,27.797756
490,BGKK,KUS,KULUSUK,,
2027,UGKO,KUT,KOPITNARI,42.176653,42.482583
2598,VIBR,KUU,KULLU MANALI,31.876706,77.154367
3112,RKJK,KUV,GUNSAN,35.903756,126.615906
3648,LGKV,KVA,KAVALA MEGAS ALEX,40.913306,24.619223
3745,ESGR,KVB,SKOVDE,58.4564,13.972672
2860,PKVC,KVC,KING COVE,,
1902,PAVC,KVC,KING COVE,55.1163,-162.266
2021,UBBG,KVD,GYANDZHA,40.7377,46.3176
4076,AYKV,KVG,KAVIENG,-2.5794,150.808
1905,PAVL,KVL,KIVALINA,67.7362,-164.563
4105,USKK,KVX,POBEDILOVO,58.5033,49.3483
2861,PKWA,KWA,BUCHOLZ AAF,8.720122,167.731661
4100,ZUGY,KWE,LONGDONGBAO,26.538522,106.800703
258,UKDR,KWG,KRIVOY ROG LOZOVATKA,48.0433,33.21
2819,OKBK,KWI,KUWAIT,29.226567,47.968928
3111,RKJJ,KWJ,KWANGJU,35.126389,126.808889
2348,ZGKL,KWL,GUILIN LIANGJIANG,25.218106,110.039197
925,ZGYY,KWLZ,LIANGJIANG,,
2215,YKOW,KWM,KOWANYAMA,-15.4856,141.751
99,PAKW,KWT,KWETHLUK,55.579167,-133.076111
2862,PKWT,KWT,KWETHLUK,,
1984,PFKW,KWT,KWETHLUK,60.790278,-161.443611
2519,FZQM,KWZ,KOLWEZI,-10.765886,25.505714
3816,FAKD,KXE,KLERKSDORP,-26.871064,26.718003
4106,UHKD,KXK,DZYOMGI,50.605,137.08167
3502,LTAN,KYA,KONYA,37.979,32.561861
1968,PAKY,KYK,KARLUK,57.566944,-154.450278
3917,VYKP,KYP,KYAUKPYU,19.426447,93.534836
640,GAKD,KYS,DAG DAG,,
3926,VYKU,KYT,KYAUKTU,,
2863,PKYU,KYU,KOYUKUK,,
1983,PFKU,KYU,KOYUKUK,64.875833,-157.730556
3697,UNKY,KYZ,KYZYL,51.6694,94.4006
3791,ETIN,KZG,KITZINGEN AAF,49.743057,10.200556
3649,LGKZ,KZI,KOZANI,40.28611,21.840834
1551,UWKD,KZN,KAZAN,55.606186,49.278728
2017,UAOO,KZO,KZYL ORDA,44.709,65.591
1248,FNLU,LAD,LUANDA,-8.858375,13.231178
3608,LFRO,LAI,LANNION,48.754378,-3.471656
3289,SBLJ,LAJ,LAGES,-27.782142,-50.281486
3144,RPLI,LAO,LAOAG INTL,18.178092,120.531522
3581,MMLP,LAP,LA PAZ,24.072694,-110.362475
951,HLLQ,LAQ,LABRAQ,32.788673,21.964333
324,HKLU,LAU,LAMU-MWANA,-2.252417,40.913097
3825,FALY,LAY,LADYSMITH,-28.581667,29.749722
3292,SBLP,LAZ,BOM JESUS DA LAPA,-13.262086,-43.408114
441,EGNM,LBA,LEEDS BRADFORD,53.865897,-1.660569
2173,EDHL,LBC,LUBECK BLANKENSEE,53.805367,10.719222
2065,UTDL,LBD,KHUDZHAND,40.2154,69.6947
864,LFPB,LBG,PARIS LE BOURGET,48.969444,2.441389
795,LFCI,LBI,ALBI LE SEQUESTRE,43.913887,2.113056
3954,NFNL,LBS,LABASA,-16.466749,179.33986
1516,WBKL,LBU,LABUAN,5.300683,115.250181
1266,FOOL,LBV,LIBREVILLE,0.4586,9.412283
3599,LFRE,LBY,LA BAULE,47.289444,-2.346389
1104,LCLK,LCA,LARNACA,34.875117,33.62485
3675,LIBN,LCC,LECCE-GALATINA,40.239228,18.133325
3823,FALO,LCD,LOUIS TRICHARDT,,
3549,MHLC,LCE,LA CIEBA-GOLOSON INTL,15.742481,-86.853036
429,LECO,LCG,A CORUNA,43.302061,-8.377256
3378,EPLL,LCJ,LODZ/LUBLINEK,51.721881,19.398133
721,MULM,LCL,LA COLOMA,22.336261,-83.642111
3001,YBLC,LCN,BALCANOONA,,
1542,LIQL,LCV,LUCCA,,
437,EGLC,LCY,LONDON CITY,51.505278,0.055278
1463,VEMH,LDA,MALDA,,
3291,SBLO,LDB,LONDRINA,-23.333625,-51.130072
788,LFBT,LDE,TARBES LOURDES PYRENEES,43.178675,-0.006439
2222,YLHI,LDH,LORD HOWE ISLAND,-31.5383,159.077
1128,HTLI,LDI,LINDI,-9.85111,39.7578
3743,ESGL,LDK,LIDKOPING,58.465522,13.174414
2973,WBKD,LDU,LAHAD DATU,5.032247,118.324036
3604,LFRJ,LDV,LANDIVISIAU,48.530258,-4.151642
2743,SOOM,LDX,ST LAURENT-MAR,5.483056,-54.034444
1854,EGAE,LDY,LONDONDERRY/EGLINTON,55.042778,-7.161111
27,YPLM,LEA,LEARMONTH,-22.235556,114.088611
268,ULLI,LED,ST PETERBURG PULKOVA,59.800292,30.262503
854,LFOH,LEH,LE HAVRE OCTEVILLE,49.533889,0.088056
3709,LEAM,LEI,ALMERIA,36.843936,-2.370097
2161,EDDP,LEJ,LEIPZIG,51.432447,12.241633
3430,GULB,LEK,LABE TATA,11.326058,-12.28685
2221,YLEV,LEL,LAKE EVELLA,-12.4989,135.806
751,LELN,LEN,LEON,42.589,-5.655556
2735,SNDN,LEP,LEOPOLDINA,,
1881,EGHC,LEQ,LANDS END ST.JUST,50.1028,-5.67056
2227,YLST,LER,LEINSTER,-27.8433,120.703
2696,SKLT,LET,LETICIA,-4.193549,-69.943163
762,LESU,LEU,SEO DE URGEL,42.338611,1.409167
605,EHLE,LEY,LELYSTAD,52.460278,5.527222
1931,OISR,LFM,LAMERD,27.372744,53.188794
